article	unit_type	is_adct	confidence	pt	nhe
5	direct_list	False	1.0	são assegurados, nos termos da lei:     a) a proteção às participações individuais em obras coletivas e à reprodução da imagem e voz humanas, inclusive nas atividades desportivas;     b) o direito de fiscalização do aproveitamento econômico das obras que criarem ou de que participarem aos criadores, aos intérpretes e às respectivas representações sindicais e associativas	yupitásúka kuá sãtisá upé:
5	direct_list	False	1.0	a lei assegurará aos autores de inventos industriais privilégio temporário para sua utilização, bem como proteção às criações industriais, à propriedade das marcas, aos nomes de empresas e a outros signos distintivos, tendo em vista o interesse social e o desenvolvimento tecnológico e econômico do País	suãtisá upitásúka kuá-itá mukiriaisá itá muraákí yãpukusá tapurakí
5	direct_list	False	1.0	é garantido o direito de herança	urikúté direitu sikuyaára
5	direct_list	False	1.0	a sucessão de bens de estrangeiros situados no País será regulada pela lei brasileira em benefício do cônjuge ou dos filhos brasileiros, sempre que não lhes seja mais favorável a lei pessoal do de cujus	aãmũ miíra-itá uikú waitá tetãma upé yumusasá ramẽ kuá sikuyaára-itá
5	direct_list	False	1.0	o Estado promoverá, na forma da lei, a defesa do consumidor	tetãma miri usú umuyã suãtisá rupí pitasúkasá miíra-itá supé
5	direct_list	False	1.0	todos têm direito a receber dos órgãos públicos informações de seu interesse particular, ou de interesse coletivo ou geral, que serão prestadas no prazo da lei, sob pena de responsabilidade, ressalvadas aquelas cujo sigilo seja imprescindível à segurança da sociedade e do Estado	payẽ awá urikúté usẽdú kuekaátu SESEWÁRA u payẽ awá supé arã
5	direct_list	False	1.0	são a todos assegurados, independentemente do pagamento de taxas:     a) o direito de petição aos Poderes Públicos em defesa de direitos ou contra ilega- lidade ou abuso de poder;     b) a obtenção de certidões em repartições públicas, para defesa de direitos e escla- recimento de situações de interesse pessoal	yupitásúka payẽ supé arã tapaágari u umbá:
5	direct_list	False	1.0	a lei não excluirá da apreciação do Poder Judiciário lesão ou ameaça a direito	suãtisá ũbá usú umukayẽmu mũdusááraita sui puxuwerawá u yupikasá
5	direct_list	False	1.0	a lei não prejudicará o direito adquirido, o ato jurídico perfeito e a coisa julgada	suãtisá ũbá usú umuapatuka rerikuwa, juiz ũpurãgawa asui yukũtaiwa
5	direct_list	False	1.0	não haverá juízo ou tribunal de exceção	ũbá yamarã kũtaisá u purũgitasá-ita seésé
5	direct_list	False	1.0	é reconhecida a instituição do júri, com a organização que lhe der a lei, assegurados:     a) a plenitude de defesa;     b) o sigilo das votações;     c) a soberania dos veredictos;     d) a competência para o julgamento dos crimes dolosos contra a vida	júri aé yumiakũta, mayê suãtisá uxari ixupé arã, yupitásá:
5	direct_list	False	1.0	não há crime sem lei anterior que o defina, nem pena sem prévia comi- nação legal;  Dos Direitos e Garantias Fundamentais                                                    15	ũbá yamã puxuwerawá tiramẽ suãtisá ũbeu asui ũbá ramẽ ũbeu sundere seésé
5	direct_list	False	1.0	a lei penal não retroagirá, salvo para beneficiar o réu	suãtisá ũbá uyuiri sakakuera, ayũté umpurãga putari ramẽ miíra
5	direct_list	False	1.0	a lei punirá qualquer discriminação atentatória dos direitos e liberdades fun- damentais	suãtisá umutenhutu awá ramẽ umãduari puxi direitu resé asi timaãresésá resé
5	direct_list	False	1.0	a prática do racismo constitui crime inafiançável e imprescritível, sujeito à pena de reclusão, nos termos da lei	muyã ramẽ puxi miíra yukuásá resé ũbá yamã sikuyaára asui papéra,
5	direct_list	False	1.0	a lei considerará crimes inafiançáveis e insuscetíveis de graça ou anistia a prática da tortura, o tráfico ilícito de entorpecentes e drogas afins, o terrorismo e os definidos como crimes hediondos, por eles respondendo os mandantes, os executores e os que, podendo evitá-los, se omitirem	suãtisá ũbeu ũbá yamã sikuyaára tasúpé kuá-itá puxuwera u uyuká waitá
5	direct_list	False	1.0	constitui crime inafiançável e imprescritível a ação de grupos armados, civis ou militares, contra a ordem constitucional e o Estado Democrático	ũbá aikué sikuyaára tasúpé kuá-itá muũti muká irũ waitá, miíra-itá
5	direct_list	False	1.0	nenhuma pena passará da pessoa do condenado, podendo a obrigação de reparar o dano e a decretação do perdimento de bens ser, nos termos da lei, estendidas aos sucessores e contra eles executadas, até o limite do valor do patrimônio transferido	nemayêwa miíra usú usasá yawéntu, urikútê umuyakũta maã umuyãwá
5	direct_list	False	1.0	a lei regulará a individualização da pena e adotará, entre outras, as seguintes:     a) privação ou restrição da liberdade;     b) perda de bens;     c) multa;     d) prestação social alternativa;     e) suspensão ou interdição de direitos	suãtisá umuyakũta yepé yepésá rupí puraárakaisá aápe uxari aãmuita
5	direct_list	False	1.0	a pena será cumprida em estabelecimentos distintos, de acordo com a natureza do delito, a idade e o sexo do apenado	puraárasá usú mamẽte supiaára, mayêtê puxuwerasá iyakayú asui
5	direct_list	False	1.0	é assegurado aos presos o respeito à integridade física e moral	yupitásúka puraárasaita supé pusúsá imiírasá rupí
5	direct_list	False	1.0	às presidiárias serão asseguradas condições para que possam permanecer com seus filhos durante o período de amamentação	puraárasá-ita kunhã waitá yupitásúka tasúpé tarikúté taikú tameẽbiraita irũ
5	direct_list	False	1.0	nenhum brasileiro será extraditado, salvo o naturalizado, em caso de crime comum, praticado antes da naturalização, ou de comprovado envolvimento em tráfico ilícito de entorpecentes e drogas afins, na forma da lei	nemayêwa brazileru taãmũdu usú, ayũté ikewaárawá, mairamẽ kuáira
5	direct_list	False	1.0	não será concedida extradição de estrangeiro por crime político ou de opinião	ũbá taxari usú miíra aãmũ suiwaára umuyã ramẽ puxuwera kũtaisá rupí u
5	direct_list	False	1.0	ninguém será processado nem sentenciado senão pela autoridade competente	ũbá awá usú yumuseruka ayũté mũdusá rupí
5	direct_list	False	1.0	ninguém será privado da liberdade ou de seus bens sem o devido processo legal	ũbá awá usú uyuka timaãresésá u maãita tiramẽ usú purukitasá rupí purãga
5	direct_list	False	1.0	aos litigantes, em processo judicial ou administrativo, e aos acusados em geral são assegurados o contraditório e ampla defesa, com os meios e recursos a ela inerentes	maáramũya saita supé uikú waitá muyakũtasá upé asui tarikúwa taresé waára
5	direct_list	False	1.0	são inadmissíveis, no processo, as provas obtidas por meios ilícitos	ũbá upuderi yãpukusá aikué Purũgitásá ũbawa supi
5	direct_list	False	1.0	ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória	ũbá awá urikútê uyusã kupadu tiramẽre tãbeu sesé papéra upé
5	direct_list	False	1.0	o civilmente identificado não será submetido a identificação criminal, salvo nas hipóteses previstas em lei	yumuyukuáwá miíra yawé ũbá usú iyukuá mayê umuyãwá yawé puxuwera,
5	direct_list	False	1.0	será admitida ação privada nos crimes de ação pública, se esta não for inten- tada no prazo legal	tasú taxari ipesuwa kuá umuyãwá puxuwera miíra-itá supé tiramẽ iyukuáwá
5	direct_list	False	1.0	a lei só poderá restringir a publicidade dos atos processuais quando a defesa da intimidade ou o interesse social o exigirem	suãtisá ayũté upuderi umusikinda miíra-itá sui maã yumiakũTetãma uikú
5	direct_list	False	1.0	ninguém será preso senão em flagrante delito ou por ordem escrita e funda- mentada de autoridade judiciária competente, salvo nos casos de transgressão militar ou crime propriamente militar, definidos em lei;  16                                                    Constituição da República Federativa do Brasil	ũbá awá usú presu, ayũté tapisika ramẽ umãduai u papéra pinimasá juiz
5	direct_list	False	1.0	a prisão de qualquer pessoa e o local onde se encontre serão comunicados imediatamente ao juiz competente e à família do preso ou à pessoa por ele indicada	presu ramẽ mayêwãtu miíra asui mamẽ taikúwa tarikuté tãbeu yepéresé
5	direct_list	False	1.0	o preso será informado de seus direitos, entre os quais o de permanecer calado, sendo-lhe assegurada a assistência da família e de advogado	tasú tãbeu presu supé arã i direitu resé, uikú arã ukiririntu tamuyakũta
5	direct_list	False	1.0	o preso tem direito à identificação dos responsáveis por sua prisão ou por seu interrogatório policial	presu uriku direitu umã awáita uxari presu arã aé u pulisia upurãdusá aé
5	direct_list	False	1.0	a prisão ilegal será imediatamente relaxada pela autoridade judiciária	usúwa presu tenhutu juiz umusẽmu aé aáramẽte
5	direct_list	False	1.0	ninguém será levado à prisão ou nela mantido, quando a lei admitir a liber- dade provisória, com ou sem fiança	neawá usú urasu kadeia kití u tapitasúka aápe aé, mairamẽ suãtisá umeẽ
5	direct_list	False	1.0	não haverá prisão civil por dívida, salvo a do responsável pelo inadimple- mento voluntário e inescusável de obrigação alimentícia e a do depositário infiel	ũbá awá usú presu udeveri reséwa rupí, mairamẽ muyakũtasá irupῖtu
5	direct_list	False	1.0	conceder-se-á habeas corpus sempre que alguém sofrer ou se achar amea- çado de sofrer violência ou coação em sua liberdade de locomoção, por ilegalidade ou abuso de poder	taxari usẽmu kuá upuraráwá u usãwa taputai tamũyã ixupé puxuwera
5	direct_list	False	1.0	conceder-se-á mandado de segurança para proteger direito líquido e certo, não amparado por habeas corpus ou habeas data, quando o responsável pela ilegalidade ou abuso de poder for autoridade pública ou agente de pessoa jurídica no exercício de atribuições do Poder Público	tameẽ ixupé arã mũdusá suãtisá pitasúka arã direitu pasá asui
5	direct_list	False	1.0	o mandado de segurança coletivo pode ser impetrado por:     a) partido político com representação no Congresso Nacional;     b) organização sindical, entidade de classe ou associação legalmente constituída e em funcionamento há pelo menos um ano, em defesa dos interesses de seus membros ou associados	mũdusá pitasúkasá resé payẽ urikte kuáye:
5	direct_list	False	1.0	conceder-se-á mandado de injunção sempre que a falta de norma regula- mentadora torne inviável o exercício dos direitos e liberdades constitucionais e das prerrogativas inerentes à nacionalidade, à soberania e à cidadania	taxari mũdusá Purũgitásá rupí mairamẽ papéra ũbá usika tareséwaára
5	direct_list	False	1.0	conceder-se-á habeas data:     a) para assegurar o conhecimento de informações relativas à pessoa do impetrante, constantes de registros ou bancos de dados de entidades governamentais ou de caráter público;     b) para a retificação de dados, quando não se prefira fazê-lo por processo sigiloso, judicial ou administrativo	uyumeẽarã usẽmu arã ára
5	direct_list	False	1.0	qualquer cidadão é parte legítima para propor ação popular que vise a anular ato lesivo ao patrimônio público ou de entidade de que o Estado participe, à moralidade administrativa, ao meio ambiente e ao patrimônio histórico e cultural, ficando o autor, salvo comprovada má-fé, isento de custas judiciais e do ônus da sucumbência	payẽ mayêwa miíra upuderi ũbeu seésé muraákí uyuka puxuwerawá
5	direct_list	False	1.0	o Estado prestará assistência jurídica integral e gratuita aos que compro- varem insuficiência de recursos	tetãma umuyakũta kuánhetu asui yawéntu mairamẽ ũbá yamã supiaára
5	direct_list	False	1.0	o Estado indenizará o condenado por erro judiciário, assim como o que ficar preso além do tempo fixado na sentença	tetãma umeẽ sikuyaára puraárasá supé mairamẽ tayawi, yawéte yuiri awá
5	direct_list	False	1.0	são gratuitos para os reconhecidamente pobres, na forma da lei:     a) o registro civil de nascimento;     b) a certidão de óbito	ũbá yamã sikuyaára tamã ramẽ pirasuwa waa indé, mayê ũbeu suãtisá upé
5	direct_list	False	1.0	são gratuitas as ações de habeas corpus e habeas data, e, na forma da lei, os atos necessários ao exercício da cidadania	ũbá yamã sikuyaára kuá papéra yasemu rupiáára asui papéra yã ára
5	direct_list	False	1.0	a todos, no âmbito judicial e administrativo, são assegurados a razoável duração do processo e os meios que garantam a celeridade de sua tramitação	payẽ awá supé juiz rupí u umuyãsá rrupí yupitásúka kupuku mãsá
6	direct_sentence	False	1.0	Art.	Art.
6	direct_sentence	False	1.0	6o São direitos sociais a educação, a saúde, a alimentação, o trabalho, a moradia, o transporte, o lazer, a segurança, a previdência social, a proteção à maternidade e à infância, a assistência aos desamparados, na forma desta Constituição.	6º Tarikú direitu yũbuesá resé yumpusãga, timbiu resé, muraákí resé, uikúsá resé, uwatá rupiá resé, timaã resésá, muyakũtasá, sikuyaára resé, mẽbiraisá resé, taina-ita resé, ũbá waitá mamẽ taikú, mayê ũbeu mũdusáwa turusúwa.
6	direct_sentence	False	1.0	Parágrafo único.	Ũbeusá yepéyũtu.
6	direct_sentence	False	1.0	Todo brasileiro em situação de vulnerabilidade social terá direito a uma renda básica familiar, garantida pelo poder público em programa permanente de transferência de renda, cujas normas e requisitos de acesso serão determinados em lei, observada a legislação fiscal e orçamentária.	Payẽ brazileru sasawá uikú pirasuwa, urikú direitu sikuyaára iyanama tairũ yupitásúkawá papéra wasú upé yawéwaára waáte ũbeuwa seésé kuá suãtisá yumiakũTetãma SESEWÁRA.
7	direct_list	False	1.0	relação de emprego protegida contra despedida arbitrária ou sem justa causa, nos termos de lei complementar, que preverá indenização compensatória, dentre outros direitos	pu yepé ura muraákí mairamẽ tayutrukai u tayukũtai ramẽ
7	direct_list	False	1.0	seguro-desemprego, em caso de desemprego involuntário	sikuyaára turusú piíriwa ayũté sῖkuẽta pursẽtu aé retéwa sui
7	direct_list	False	1.0	fundo de garantia do tempo de serviço	muyakũtasá taáraira-ita asui matiríwa-ita urikú waitá akayu yawẽtu
8	direct_list	False	1.0	a lei não poderá exigir autorização do Estado para a fundação de sindicato, res- salvado o registro no órgão competente, vedadas ao Poder Público a interferência e a intervenção na organização sindical	suãtisá ũbá upuderi uprãdu rete tetãma sui sῖdikaátu yupiru arã ayũté mairamẽ
8	direct_list	False	1.0	é vedada a criação de mais de uma organização sindical, em qualquer grau, re- presentativa de categoria profissional ou econômica, na mesma base territorial, que será  Dos Direitos e Garantias Fundamentais                                                      19  definida pelos trabalhadores ou empregadores interessados, não podendo ser inferior à área de um Município	ũbá upuderi aikué mukũi muũti sindikaln mayêntu yumukamẽsá kuásá rupí u
8	direct_list	False	1.0	ao sindicato cabe a defesa dos direitos e interesses coletivos ou individuais da categoria, inclusive em questões judiciais ou administrativas	sῖdikaátu tasúpé tarikuté tapitasúka direitu asui putaisa siíyasá rupí u ipesuwa
8	direct_list	False	1.0	a assembleia geral fixará a contribuição que, em se tratando de categoria profis- sional, será descontada em folha, para custeio do sistema confederativo da representação sindical respectiva, independentemente da contribuição prevista em lei	yaátirisá wasú uxari mũdusáwa turusúwa ukuá mairamẽ yupurunkitá
8	direct_list	False	1.0	ninguém será obrigado a filiar-se ou a manter-se filiado a sindicato	ũbá awá urikútê uyumuapika u upitá sῖdikaátu upé
8	direct_list	False	1.0	é obrigatória a participação dos sindicatos nas negociações coletivas de trabalho	sῖdikaátu-ita tarikuté tayumuatiri mairamẽ takũtari muraákí resé
8	direct_list	False	1.0	o aposentado filiado tem direito a votar e ser votado nas organizações sindicais	apusentadu urikú direitu uparawaáka asui taparawaáka aé umukaáturu
10	direct_sentence	False	1.0	Art.	Art.
10	direct_sentence	False	1.0	10.	10.
10	direct_sentence	False	1.0	É assegurada a participação dos trabalhadores e empregadores nos colegiados dos órgãos públicos em que seus interesses profissionais ou previdenciários sejam objeto de discussão e deliberação.	Yupitásúka purákisá-ita asui umuyãsáita muraákí tasúpé tawike arã yũbesá ruka tarupí mamẽ tareséwaára u taikúsa upé uyupurunkita asui yumusãi;
12	direct_list	False	1.0	natos:    a) os nascidos na República Federativa do Brasil, ainda que de pais estrangeiros, desde que estes não estejam a serviço de seu país;    b) os nascidos no estrangeiro, de pai brasileiro ou mãe brasileira, desde que qualquer deles esteja a serviço da República Federativa do Brasil;    c) os nascidos no estrangeiro de pai brasileiro ou de mãe brasileira, desde que sejam registrados em repartição brasileira competente ou venham a residir na República Fe- derativa do Brasil e optem, em qualquer tempo, depois de atingida a maioridade, pela nacionalidade brasileira	Prezidẽti asui vice prezidẽti braziu yaára;-
12	direct_list	False	1.0	de Presidente e Vice-Presidente da República	senadu federau Presidẽti
12	direct_list	False	1.0	de Presidente da Câmara dos Deputados	Ministru turusú piri waá tribunau federau
12	direct_list	False	1.0	de Presidente do Senado Federal	Muraákí papéra, rupí
12	direct_list	False	1.0	de Ministro do Supremo Tribunal Federal	Tuxawá suraára-ita supé
12	direct_list	False	1.0	da carreira diplomática	Ministru tetãma suãtisá
14	direct_list	False	1.0	plebiscito	yaátirisá
14	direct_list	False	1.0	referendo	parawaákasá
14	direct_list	False	1.0	obrigatórios para os maiores de dezoito anos	ayũté urikú waitá musapiripu musapiri akayu
14	direct_list	False	1.0	a nacionalidade brasileira	Braziupurawára ramẽ aé
14	direct_list	False	1.0	o pleno exercício dos direitos políticos	ukuáwá pulitiku direitu-ita resé
14	direct_list	False	1.0	o alistamento eleitoral	urikú papéra parawaákasá rupiáára
14	direct_list	False	1.0	o domicílio eleitoral na circunscrição	ikewaáte uparawaáka arã
14	direct_list	False	1.0	a filiação partidária	yumuapika patidu irũ
14	direct_list	False	1.0	se contar menos de dez anos de serviço, deverá afastar-se da atividade	urikú ramẽ mirixῖga mukũipu imuraákí upé, aé urikútê usẽmu aásui
15	direct_sentence	False	1.0	Art.	Art.
15	direct_sentence	False	1.0	15.	15.
15	direct_sentence	False	1.0	É vedada a cassação de direitos políticos, cuja perda ou suspensão só se dará nos casos de:    I – cancelamento da naturalização por sentença transitada em julgado;    II – incapacidade civil absoluta;    III – condenação criminal transitada em julgado, enquanto durarem seus efeitos;    IV – recusa de cumprir obrigação a todos imposta ou prestação alternativa, nos termos do art.	Yumusikῖdá sikaisá direitu pulitiku mairamẽ ukayẽmu u utirika uyumeẽ kurí mairamẽ:        I – Tãbáwa uikusá resé uikúwa muyakũtasá upé;        II – ũbá rameã upuderi upuraáki payẽ mãmẽ;        III – usú upitá upurará urikú pukusá uikú ipuxuwerasá;        IV – ũbawa uputai umuyã mayê tãbeuwa u mãnũgarãtu ũbeuwa art.
15	direct_sentence	False	1.0	5o, VIII;    V – improbidade administrativa, nos termos do art.	5º VIII;        V – umuyãsá saisusá rupí ũbeu ike art.
15	direct_sentence	False	1.0	37, § 4o.	37 §4º.
20	direct_list	False	1.0	os que atualmente lhe pertencem e os que lhe vierem a ser atribuídos	ipáwaitá paáraranã asui mayêwãtu gárapé uikúwa muyakũtasá upé usasáwa
20	direct_list	False	1.0	as terras devolutas indispensáveis à defesa das fronteiras, das fortificações e construções militares, das vias federais de comunicação e à preservação ambiental, definidas em lei	maã aikuéwa iwaté piíriwa kuntinenti upé asui usaisúwa ayũté ixupé
21	direct_list	False	1.0	manter relações com Estados estrangeiros e participar de organizações interna- cionais	yumukaáturu asui uxari muraákí maãsa papéra geografia geologia asui
22	direct_list	False	1.0	direito civil, comercial, penal, processual, eleitoral, agrário, marítimo, aeronáutico, espacial e do trabalho	sesewárawá resé muraákí
23	direct_list	False	1.0	zelar pela guarda da Constituição, das leis e das instituições democráticas e con- servar o patrimônio público	muyakũta saudi resé asui maã payẽ resé suãti asui maã kaátuwa mtiri taresé
23	direct_list	False	1.0	cuidar da saúde e assistência pública, da proteção e garantia das pessoas porta- doras de deficiência	yumuturusú kitíwaára reséwaára yũbuesá siensia teknulugia sikaisá asui
23	direct_list	False	1.0	proteger os documentos, as obras e outros bens de valor histórico, artístico e cultural, os monumentos, as paisagens naturais notáveis e os sítios arqueológicos	suãti mamẽ yaiku yasuãti kiyasá mayê iturusúsá
24	direct_list	False	1.0	direito tributário, financeiro, penitenciário, econômico e urbanístico	Dereitu tributariu sikuyaára puraárasá rupiá mukaáturusá asui Tetãma rupí
24	direct_list	False	1.0	orçamento	Maãitá
24	direct_list	False	1.0	juntas comerciais	Piripaa resé
24	direct_list	False	1.0	custas dos serviços forenses	Muiri juiz muraákí rikuyaára
24	direct_list	False	1.0	produção e consumo	Umuyãwá asui ũbáuwa
24	direct_list	False	1.0	florestas, caça, pesca, fauna, conservação da natureza, defesa do solo e dos recursos naturais, proteção do meio ambiente e controle da poluição	Kaá-itá kasaisá, pinaitikasá suú-itá muyakũtasá kaá iwí suãtisá asui maã
24	direct_list	False	1.0	proteção ao patrimônio histórico, cultural, artístico, turístico e paisagístico	Muyakũta sesewára waitá kuximawára waitá kitíwaára kuásá siíkasá asui
24	direct_list	False	1.0	responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico;  Da Organização do Estado                                                                27	Umaã seésé umuaiwa ramẽ kaá mamẽ uikúwa uyukasá supé maãita asui
24	direct_list	False	1.0	educação, cultura, ensino, desporto, ciência, tecnologia, pesquisa, desenvolvi- mento e inovação	Yũbuesá kitíwaára buesá musaáraisá siensia teknulugia sikaisá usúsá asui
24	direct_list	False	1.0	criação, funcionamento e processo do juizado de pequenas causas	Mukirai maῖta muraákí asui suãtisáita tamaãsá seésé kuá kuáirawá sesewára
